instantHour,dteday,seasonHour,yrHour,mnthHour,hr,holidayHour,weekdayHour,workingdayHour,weathersitHour,tempHour,atempHour,humHour,windspeedHour,casualHour,registeredHour,cntHour,instantDay,seasonDay,yrDay,mnthDay,holidayDay,weekdayDay,workingdayDay,weathersitDay,tempDay,atempDay,humDay,windspeedDay,casualDay,registeredDay,cntDay
2898,2011-05-05,Semi,0,May,15,0,4,1,Baik,18.320000000000004,0.5303,26.0,32.9975,27.0,120.0,147.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2899,2011-05-05,Semi,0,May,16,0,4,1,Baik,19.259999999999998,0.5455,24.0,27.999299999999998,36.0,233.0,269.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2900,2011-05-05,Semi,0,May,17,0,4,1,Baik,18.320000000000004,0.5303,26.0,26.0027,66.0,467.0,533.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2901,2011-05-05,Semi,0,May,18,0,4,1,Baik,18.320000000000004,0.5303,26.0,19.0012,64.0,456.0,520.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2902,2011-05-05,Semi,0,May,19,0,4,1,Baik,17.380000000000003,0.5152,28.000000000000004,15.001299999999999,56.0,305.0,361.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2903,2011-05-05,Semi,0,May,20,0,4,1,Baik,15.5,0.4848,34.0,11.0014,33.0,225.0,258.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2904,2011-05-05,Semi,0,May,21,0,4,1,Baik,15.5,0.4848,36.0,12.998000000000001,39.0,141.0,180.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2905,2011-05-05,Semi,0,May,22,0,4,1,Baik,14.559999999999999,0.4697,39.0,12.998000000000001,30.0,135.0,165.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2906,2011-05-05,Semi,0,May,23,0,4,1,Baik,13.620000000000001,0.4545,41.0,12.998000000000001,16.0,99.0,115.0,125,Semi,0,May,0,4,1,Baik,13.580849,0.441917,44.4167,19.791263999999998,614.0,3819,4433
2907,2011-05-06,Semi,0,May,0,0,5,1,Baik,12.68,0.4394,44.0,11.0014,13.0,43.0,56.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2908,2011-05-06,Semi,0,May,1,0,5,1,Baik,10.8,0.4091,62.0,11.0014,8.0,24.0,32.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2909,2011-05-06,Semi,0,May,2,0,5,1,Baik,9.86,0.3939,62.0,7.0015,1.0,15.0,16.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2910,2011-05-06,Semi,0,May,3,0,5,1,Baik,8.919999999999998,0.3636,71.0,7.0015,3.0,6.0,9.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2911,2011-05-06,Semi,0,May,4,0,5,1,Baik,8.919999999999998,0.3636,71.0,7.0015,0.0,1.0,1.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2912,2011-05-06,Semi,0,May,5,0,5,1,Baik,7.98,0.3485,81.0,7.0015,0.0,16.0,16.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2913,2011-05-06,Semi,0,May,6,0,5,1,Baik,8.919999999999998,0.3636,81.0,6.0032,8.0,74.0,82.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2914,2011-05-06,Semi,0,May,7,0,5,1,Baik,10.8,0.4091,82.0,0.0,20.0,202.0,222.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2915,2011-05-06,Semi,0,May,8,0,5,1,Baik,11.739999999999998,0.4242,77.0,16.997899999999998,35.0,415.0,450.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2916,2011-05-06,Semi,0,May,9,0,5,1,Baik,13.620000000000001,0.4545,67.0,19.0012,27.0,161.0,188.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2917,2011-05-06,Semi,0,May,10,0,5,1,Mendung,17.380000000000003,0.5152,49.0,22.0028,30.0,97.0,127.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2918,2011-05-06,Semi,0,May,11,0,5,1,Mendung,17.380000000000003,0.5152,49.0,22.0028,42.0,123.0,165.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2919,2011-05-06,Semi,0,May,12,0,5,1,Baik,18.320000000000004,0.5303,49.0,23.9994,48.0,198.0,246.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2920,2011-05-06,Semi,0,May,13,0,5,1,Baik,19.259999999999998,0.5455,40.0,22.0028,71.0,182.0,253.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2921,2011-05-06,Semi,0,May,14,0,5,1,Baik,20.2,0.6212,40.0,30.002599999999997,86.0,127.0,213.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2922,2011-05-06,Semi,0,May,15,0,5,1,Baik,20.2,0.6212,38.0,26.0027,89.0,171.0,260.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2923,2011-05-06,Semi,0,May,16,0,5,1,Baik,20.2,0.6212,40.0,16.997899999999998,82.0,262.0,344.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2924,2011-05-06,Semi,0,May,17,0,5,1,Baik,19.259999999999998,0.5455,40.0,23.9994,83.0,470.0,553.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2925,2011-05-06,Semi,0,May,18,0,5,1,Buruk,17.380000000000003,0.5152,52.0,23.9994,85.0,385.0,470.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2926,2011-05-06,Semi,0,May,19,0,5,1,Buruk,17.380000000000003,0.5152,52.0,23.9994,39.0,253.0,292.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2927,2011-05-06,Semi,0,May,20,0,5,1,Baik,16.44,0.5,48.0,7.0015,29.0,161.0,190.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2928,2011-05-06,Semi,0,May,21,0,5,1,Baik,14.559999999999999,0.4697,67.0,8.9981,22.0,130.0,152.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2929,2011-05-06,Semi,0,May,22,0,5,1,Baik,13.620000000000001,0.4545,72.0,15.001299999999999,46.0,105.0,151.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2930,2011-05-06,Semi,0,May,23,0,5,1,Baik,12.68,0.4394,82.0,8.9981,27.0,93.0,120.0,126,Semi,0,May,0,5,1,Baik,14.520849000000002,0.474117,59.0,15.292482,894.0,3714,4608
2931,2011-05-07,Semi,0,May,0,0,6,0,Baik,11.739999999999998,0.4242,82.0,8.9981,10.0,76.0,86.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2932,2011-05-07,Semi,0,May,1,0,6,0,Baik,11.739999999999998,0.4242,82.0,7.0015,8.0,50.0,58.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2933,2011-05-07,Semi,0,May,2,0,6,0,Baik,11.739999999999998,0.4242,82.0,6.0032,5.0,47.0,52.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2934,2011-05-07,Semi,0,May,3,0,6,0,Baik,11.739999999999998,0.4242,77.0,6.0032,9.0,9.0,18.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2935,2011-05-07,Semi,0,May,4,0,6,0,Baik,10.8,0.4091,82.0,7.0015,1.0,4.0,5.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2936,2011-05-07,Semi,0,May,5,0,6,0,Baik,13.620000000000001,0.4545,59.0,8.9981,4.0,3.0,7.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2937,2011-05-07,Semi,0,May,6,0,6,0,Baik,11.739999999999998,0.4242,77.0,6.0032,1.0,12.0,13.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2938,2011-05-07,Semi,0,May,7,0,6,0,Baik,14.559999999999999,0.4697,59.0,0.0,8.0,32.0,40.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2939,2011-05-07,Semi,0,May,8,0,6,0,Baik,16.44,0.5,52.0,12.998000000000001,19.0,96.0,115.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2940,2011-05-07,Semi,0,May,9,0,6,0,Baik,17.380000000000003,0.5152,49.0,19.0012,54.0,164.0,218.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2941,2011-05-07,Semi,0,May,10,0,6,0,Baik,18.320000000000004,0.5303,49.0,19.999499999999998,90.0,208.0,298.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2942,2011-05-07,Semi,0,May,11,0,6,0,Baik,18.320000000000004,0.5303,43.0,0.0,132.0,215.0,347.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2943,2011-05-07,Semi,0,May,12,0,6,0,Baik,20.2,0.6212,40.0,12.998000000000001,129.0,244.0,373.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2944,2011-05-07,Semi,0,May,13,0,6,0,Baik,20.2,0.6212,35.0,19.0012,196.0,240.0,436.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2945,2011-05-07,Semi,0,May,14,0,6,0,Buruk,20.2,0.6212,35.0,11.0014,143.0,235.0,378.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2946,2011-05-07,Semi,0,May,15,0,6,0,Baik,20.2,0.6212,38.0,16.997899999999998,148.0,230.0,378.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2947,2011-05-07,Semi,0,May,16,0,6,0,Baik,20.2,0.6212,38.0,12.998000000000001,119.0,223.0,342.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2948,2011-05-07,Semi,0,May,17,0,6,0,Baik,19.259999999999998,0.5455,40.0,15.001299999999999,138.0,216.0,354.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2949,2011-05-07,Semi,0,May,18,0,6,0,Baik,19.259999999999998,0.5455,37.0,11.0014,114.0,175.0,289.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2950,2011-05-07,Semi,0,May,19,0,6,0,Baik,18.320000000000004,0.5303,43.0,12.998000000000001,88.0,179.0,267.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2951,2011-05-07,Semi,0,May,20,0,6,0,Baik,18.320000000000004,0.5303,43.0,8.9981,82.0,137.0,219.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2952,2011-05-07,Semi,0,May,21,0,6,0,Baik,17.380000000000003,0.5152,49.0,15.001299999999999,58.0,124.0,182.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2953,2011-05-07,Semi,0,May,22,0,6,0,Baik,17.380000000000003,0.5152,49.0,12.998000000000001,26.0,94.0,120.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2954,2011-05-07,Semi,0,May,23,0,6,0,Baik,15.5,0.4848,59.0,7.0015,30.0,89.0,119.0,127,Semi,0,May,0,6,0,Baik,16.44,0.512621,54.125,10.750150000000001,1612.0,3102,4714
2955,2011-05-08,Semi,0,May,0,0,0,0,Mendung,15.5,0.4848,59.0,7.0015,22.0,78.0,100.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2956,2011-05-08,Semi,0,May,1,0,0,0,Mendung,16.44,0.5,55.00000000000001,0.0,8.0,56.0,64.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2957,2011-05-08,Semi,0,May,2,0,0,0,Baik,14.559999999999999,0.4697,63.0,0.0,17.0,42.0,59.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2958,2011-05-08,Semi,0,May,3,0,0,0,Baik,13.620000000000001,0.4545,72.0,6.0032,10.0,21.0,31.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2959,2011-05-08,Semi,0,May,4,0,0,0,Baik,11.739999999999998,0.4242,82.0,0.0,2.0,8.0,10.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2960,2011-05-08,Semi,0,May,5,0,0,0,Mendung,12.68,0.4394,77.0,0.0,0.0,5.0,5.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2961,2011-05-08,Semi,0,May,6,0,0,0,Mendung,12.68,0.4394,82.0,0.0,2.0,4.0,6.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2962,2011-05-08,Semi,0,May,7,0,0,0,Mendung,13.620000000000001,0.4545,82.0,0.0,8.0,15.0,23.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2963,2011-05-08,Semi,0,May,8,0,0,0,Baik,16.44,0.5,63.0,8.9981,28.0,58.0,86.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2964,2011-05-08,Semi,0,May,9,0,0,0,Baik,18.320000000000004,0.5303,52.0,15.001299999999999,48.0,112.0,160.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2965,2011-05-08,Semi,0,May,10,0,0,0,Baik,19.259999999999998,0.5455,49.0,8.9981,91.0,153.0,244.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2966,2011-05-08,Semi,0,May,11,0,0,0,Baik,19.259999999999998,0.5455,49.0,6.0032,142.0,198.0,340.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2967,2011-05-08,Semi,0,May,12,0,0,0,Baik,20.2,0.6212,46.0,6.0032,139.0,243.0,382.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2968,2011-05-08,Semi,0,May,13,0,0,0,Baik,20.2,0.6212,49.0,8.9981,166.0,224.0,390.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2969,2011-05-08,Semi,0,May,14,0,0,0,Baik,20.2,0.6212,49.0,0.0,126.0,240.0,366.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2970,2011-05-08,Semi,0,May,15,0,0,0,Baik,20.2,0.6212,49.0,0.0,128.0,230.0,358.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2971,2011-05-08,Semi,0,May,16,0,0,0,Baik,20.2,0.6212,46.0,7.0015,122.0,263.0,385.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2972,2011-05-08,Semi,0,May,17,0,0,0,Buruk,19.259999999999998,0.5455,49.0,19.0012,106.0,245.0,351.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2973,2011-05-08,Semi,0,May,18,0,0,0,Baik,19.259999999999998,0.5455,49.0,0.0,63.0,205.0,268.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2974,2011-05-08,Semi,0,May,19,0,0,0,Baik,18.320000000000004,0.5303,64.0,0.0,61.0,178.0,239.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2975,2011-05-08,Semi,0,May,20,0,0,0,Baik,16.44,0.5,77.0,8.9981,42.0,132.0,174.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2976,2011-05-08,Semi,0,May,21,0,0,0,Baik,16.44,0.5,77.0,6.0032,32.0,95.0,127.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2977,2011-05-08,Semi,0,May,22,0,0,0,Baik,15.5,0.4848,88.0,6.0032,29.0,86.0,115.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2978,2011-05-08,Semi,0,May,23,0,0,0,Baik,13.620000000000001,0.4545,88.0,6.0032,9.0,41.0,50.0,128,Semi,0,May,0,0,0,Baik,16.831651,0.518933,63.1667,5.0007125,1401.0,2932,4333
2979,2011-05-09,Semi,0,May,0,0,1,1,Baik,13.620000000000001,0.4545,82.0,6.0032,31.0,22.0,53.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2980,2011-05-09,Semi,0,May,1,0,1,1,Baik,12.68,0.4394,88.0,0.0,25.0,8.0,33.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2981,2011-05-09,Semi,0,May,2,0,1,1,Baik,12.68,0.4394,94.0,0.0,6.0,2.0,8.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2982,2011-05-09,Semi,0,May,3,0,1,1,Baik,13.620000000000001,0.4545,82.0,6.0032,0.0,7.0,7.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2983,2011-05-09,Semi,0,May,4,0,1,1,Baik,11.739999999999998,0.4242,82.0,11.0014,0.0,4.0,4.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2984,2011-05-09,Semi,0,May,5,0,1,1,Baik,11.739999999999998,0.4242,77.0,11.0014,0.0,23.0,23.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2985,2011-05-09,Semi,0,May,6,0,1,1,Baik,12.68,0.4394,72.0,16.997899999999998,2.0,87.0,89.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2986,2011-05-09,Semi,0,May,7,0,1,1,Baik,14.559999999999999,0.4697,63.0,16.997899999999998,16.0,221.0,237.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2987,2011-05-09,Semi,0,May,8,0,1,1,Baik,16.44,0.5,55.00000000000001,15.001299999999999,23.0,351.0,374.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2988,2011-05-09,Semi,0,May,9,0,1,1,Baik,17.380000000000003,0.5152,56.00000000000001,11.0014,36.0,142.0,178.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2989,2011-05-09,Semi,0,May,10,0,1,1,Baik,18.320000000000004,0.5303,52.0,12.998000000000001,24.0,95.0,119.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2990,2011-05-09,Semi,0,May,11,0,1,1,Baik,20.2,0.6212,46.0,15.001299999999999,26.0,99.0,125.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2991,2011-05-09,Semi,0,May,12,0,1,1,Baik,20.2,0.6212,43.0,12.998000000000001,35.0,160.0,195.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2992,2011-05-09,Semi,0,May,13,0,1,1,Baik,21.14,0.6212,38.0,19.0012,36.0,138.0,174.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2993,2011-05-09,Semi,0,May,14,0,1,1,Baik,21.14,0.6212,41.0,15.001299999999999,44.0,118.0,162.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2994,2011-05-09,Semi,0,May,15,0,1,1,Baik,21.14,0.6212,41.0,15.001299999999999,51.0,148.0,199.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2995,2011-05-09,Semi,0,May,16,0,1,1,Baik,22.080000000000002,0.6212,38.0,15.001299999999999,49.0,255.0,304.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2996,2011-05-09,Semi,0,May,17,0,1,1,Baik,21.14,0.6212,38.0,16.997899999999998,59.0,539.0,598.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2997,2011-05-09,Semi,0,May,18,0,1,1,Baik,21.14,0.6212,38.0,19.999499999999998,66.0,458.0,524.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2998,2011-05-09,Semi,0,May,19,0,1,1,Baik,19.259999999999998,0.5455,43.0,12.998000000000001,45.0,339.0,384.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
2999,2011-05-09,Semi,0,May,20,0,1,1,Baik,17.380000000000003,0.5152,49.0,12.998000000000001,25.0,214.0,239.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
3000,2011-05-09,Semi,0,May,21,0,1,1,Baik,16.44,0.5,59.0,8.9981,28.0,128.0,156.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
3001,2011-05-09,Semi,0,May,22,0,1,1,Baik,16.44,0.5,68.0,6.0032,21.0,95.0,116.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
3002,2011-05-09,Semi,0,May,23,0,1,1,Baik,15.5,0.4848,68.0,6.0032,16.0,45.0,61.0,129,Semi,0,May,0,1,1,Baik,17.0275,0.525246,58.875,11.792,664.0,3698,4362
3003,2011-05-10,Semi,0,May,0,0,2,1,Baik,14.559999999999999,0.4697,63.0,0.0,6.0,12.0,18.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3004,2011-05-10,Semi,0,May,1,0,2,1,Baik,13.620000000000001,0.4545,59.0,6.0032,3.0,12.0,15.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3005,2011-05-10,Semi,0,May,2,0,2,1,Baik,12.68,0.4394,57.99999999999999,8.9981,1.0,4.0,5.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3006,2011-05-10,Semi,0,May,3,0,2,1,Baik,12.68,0.4394,54.0,12.998000000000001,1.0,3.0,4.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3007,2011-05-10,Semi,0,May,4,0,2,1,Baik,11.739999999999998,0.4242,62.0,16.997899999999998,0.0,2.0,2.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3008,2011-05-10,Semi,0,May,5,0,2,1,Baik,10.8,0.4091,66.0,15.001299999999999,1.0,28.0,29.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3009,2011-05-10,Semi,0,May,6,0,2,1,Baik,11.739999999999998,0.4242,67.0,8.9981,9.0,103.0,112.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3010,2011-05-10,Semi,0,May,7,0,2,1,Mendung,12.68,0.4394,62.0,8.9981,13.0,301.0,314.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3011,2011-05-10,Semi,0,May,8,0,2,1,Mendung,15.5,0.4848,51.0,7.0015,28.0,397.0,425.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3012,2011-05-10,Semi,0,May,9,0,2,1,Mendung,16.44,0.5,48.0,7.0015,29.0,176.0,205.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3013,2011-05-10,Semi,0,May,10,0,2,1,Mendung,18.320000000000004,0.5303,37.0,6.0032,27.0,100.0,127.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3014,2011-05-10,Semi,0,May,11,0,2,1,Mendung,18.320000000000004,0.5303,43.0,8.9981,17.0,108.0,125.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3015,2011-05-10,Semi,0,May,12,0,2,1,Mendung,20.2,0.6212,38.0,0.0,47.0,170.0,217.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3016,2011-05-10,Semi,0,May,13,0,2,1,Mendung,21.14,0.6212,38.0,16.997899999999998,50.0,152.0,202.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
3017,2011-05-10,Semi,0,May,14,0,2,1,Mendung,21.14,0.6212,33.0,0.0,42.0,134.0,176.0,130,Semi,0,May,0,2,1,Baik,17.0275,0.522721,48.9167,7.749956999999999,694.0,4109,4803
